Current_Loan_Expenses_(USD),Property_Age,Loan_Amount_Request,Credit_Score,Profession,Loan_Sanction_Amount,Property_Price,Income_USD
0.806894517,-0.646985264,1.612310241,-0.794922146,-0.306168056,1.507016983,1.833188484,-0.645129956
-1.125293479,-0.003268051,-1.012617671,0.985216334,0.834972667,-0.510420508,-0.99563463,-0.005574569
-0.257223288,-0.214877628,0.149614705,-1.758616864,0.834972667,-0.990492329,0.005557836,-0.216513437
-0.894959911,-0.929728527,-1.109615066,-0.818893232,0.834972667,-0.990492329,-1.037640401,-0.926045198
-1.012319922,-0.214877628,-0.86886563,-1.599665737,-1.44730878,-0.990492329,-0.955602823,-0.216513437
-1.058243404,-0.730064998,-0.943738486,-0.754256912,0.834972667,-0.510875221,-1.002178631,-0.727672555
0.494874444,-0.214877628,0.554397333,-0.444345019,-0.686548297,0.657660541,0.186178353,-0.216513437
0.459827576,-0.415221573,0.297902212,-0.51440337,0.834972667,0.562670895,0.123091446,-0.414864687
-1.338081232,-1.428568671,-1.249106265,0.540895139,0.834972667,-0.774901952,-1.125735731,-1.421660191
-1.298468871,-0.330798232,-1.293541356,-0.127298874,0.834972667,-0.813321291,-1.178862566,-0.330987168
-0.423237124,-0.214877628,-0.501891281,-2.074521529,0.834972667,-0.990492329,-0.606617903,-0.216513437
2.023105883,0.411656911,2.444902743,-0.383846564,0.834972667,2.175472536,2.85181386,0.406667779
-1.109582814,-1.253451819,-0.922013647,-1.167187399,-1.44730878,-0.527691448,-0.994982694,-1.247675523
0.636270429,1.637819388,0.682320642,1.085523913,0.834972667,0.895046256,1.046742551,1.624902746
-0.608542403,-0.214877628,-0.843779954,1.082812897,-1.44730878,-0.34358589,-1.432815069,-0.216513437
0.118310841,-1.29443185,0.101525414,0.466270867,-0.686548297,0.491691981,0.408763788,-1.288390605
0.063569692,-0.214877628,-0.626286141,-1.136367432,-1.44730878,-0.290263618,-0.558689804,-0.216513437
0.874436949,0.092670696,-0.18586625,-1.036915964,0.834972667,0.14439555,-0.045884363,0.089743906
0.023062137,-1.271513006,0.145830197,0.943266934,0.834972667,-0.990492329,0.349666962,-1.265619938
3.000703131,0.037815334,3.204149292,1.471914984,-0.686548297,3.365892868,2.848227023,0.0352432
-1.389733959,0.400684116,-1.141478625,1.190825468,0.834972667,-0.659798842,-1.114128635,0.395765926
-1.361087733,-0.518843,-1.214039691,-1.108829221,-1.44730878,-0.990492329,-1.190841565,-0.51781617
1.910579923,0.983448056,2.269094046,-0.317069969,-1.44730878,2.267000655,2.019885127,0.974762122
0.280162023,0.887009762,0.921517013,1.481332196,-0.686548297,1.400767524,0.482084425,0.87894733
0.380960933,-0.214877628,1.423377889,-0.000879934,-1.44730878,1.535778531,2.076688828,-0.216513437
4.100315402,0.727309946,0.636995168,1.354199831,-1.44730878,1.119621216,0.929007048,0.720280022
-0.952073326,-0.098388576,-0.86428442,0.831687238,0.834972667,-0.403012273,-0.734657279,-0.100080111
0.622126355,-0.384163568,-0.22785148,0.282207173,0.834972667,0.108094241,-0.138326437,-0.384007481
0.183660046,2.743126088,-0.126682872,0.007823853,-1.44730878,0.195566642,-0.371350088,2.723063305
0.203488606,0.793327587,0.041011947,1.873145299,-1.44730878,0.720859099,0.112178976,0.785870838
0.428540525,0.919497504,0.575994902,-1.646181058,0.834972667,-0.990492329,0.790983606,0.911225029
-0.234977702,0.573708041,0.00154072,-0.000879934,-0.686548297,0.399068466,-0.063328621,0.567671199
-0.201631704,1.31846282,0.466221734,0.616660892,0.834972667,0.950873928,0.525663295,1.307610914
-0.670624148,-0.817175555,-0.806524304,-1.106403575,0.834972667,-0.434969735,-0.740948267,-0.814219916
3.54829366,1.002499722,0.282994922,-0.267700947,-1.44730878,-0.25641861,0.094399671,0.993690613
0.089664615,-0.214877628,0.397157552,1.150588288,0.834972667,0.882629126,0.10266257,-0.216513437
-0.476232643,-0.214877628,-0.490346347,-0.326915236,0.834972667,-0.181122848,-0.427071049,-0.216513437
0.62132068,-0.214877628,0.055102954,0.010820239,0.834972667,0.256796656,0.23449997,-0.216513437
-1.179855589,-0.396824485,-1.069300212,-0.182803352,0.834972667,-0.61943827,-1.072347993,-0.396586542
1.456850547,-0.214877628,-0.209311596,-1.743777621,0.834972667,-0.990492329,-0.221235137,-0.216513437
-0.088031511,-0.834978355,0.742174972,0.294478086,0.834972667,1.08517545,1.050611691,-0.831907615
-1.023644133,-0.649956704,-0.842589458,-1.391060217,0.834972667,-0.990492329,-0.732553078,-0.648082185
1.426458691,-0.26165412,0.283976116,-0.393977202,0.834972667,-0.990492329,-0.103786585,-0.262290094
-0.068695308,-0.46486615,-0.870441651,-0.4092445,0.834972667,-0.447501324,-0.893502142,-0.464188297
-0.155752981,-0.214877628,-0.130300443,1.779829287,0.834972667,0.276933889,-0.034971677,0.174631173
0.402177045,-1.06159155,0.345501497,1.419264207,-0.686548297,0.603826223,0.590001223,-1.057055688
-0.245988596,0.315924873,0.030317392,0.733234565,-0.686548297,0.425726579,-1.432815069,0.311554677
-0.073037002,-0.214877628,-0.144493232,-0.68391319,0.834972667,0.180167508,-0.390214728,-0.216513437
0.257961197,-0.358936475,0.078443142,-1.510915646,0.834972667,-0.990492329,0.119617336,-0.358943489
-1.109269495,-0.214877628,-0.910284222,-0.899652961,0.834972667,-0.481950009,-0.97700971,-0.216513437
0.122294457,0.840930913,0.884899907,1.980729814,0.834972667,-0.25641861,0.740283374,0.833166395
-0.690542227,-0.642549637,-0.714067946,-1.632625979,0.834972667,-0.990492329,-0.728682425,-0.640723006
3.715471249,-0.806297502,0.65891395,1.092658165,0.834972667,-0.990492329,0.198767785,-0.803412192
1.226203662,-0.775558172,0.747704631,-1.009948492,0.834972667,0.812859234,0.733442694,-0.772871602
0.704215698,-0.493702035,0.032971831,-1.46539912,-1.44730878,-0.990492329,0.158522413,-0.49283775
0.767237397,-0.776419459,-0.292160594,-0.782793919,0.834972667,0.052491319,-0.013803105,-0.77372732
0.446175859,-0.562992566,0.700387568,1.782254933,0.834972667,1.046464436,0.228232869,-0.561680296
-0.601201808,-0.214877628,-0.881521897,1.400144412,-0.306168056,-0.457081558,-0.948003965,-0.651607745
-1.145166798,-1.21913815,-1.253562062,0.645055214,-0.306168056,-0.748506326,-1.230374584,-1.213583701
0.865843081,0.9561711,1.557257734,0.701986542,0.834972667,1.840249646,1.703590277,0.947661519
-1.387272174,-0.796332412,-1.348686869,-0.996393414,-1.44730878,-0.861001251,-1.265389121,-0.79351153
0.043472574,1.133673717,1.129686702,0.869213402,0.834972667,1.444157635,1.55243279,1.124016528
-0.238468961,-0.214877628,-0.504511961,-0.000879934,-0.306168056,-0.19249587,-0.650690913,-0.216513437
-1.34824169,-0.816064495,-1.189432374,-0.633973428,-0.306168056,-0.990492329,-1.117035218,-0.813116039
-0.550712833,-0.963249813,-0.924742861,-1.442569515,0.834972667,-0.990492329,-1.004539089,-0.959349759
1.308740603,-0.434901979,-0.346770527,1.718474722,-1.44730878,0.005274619,-0.250939941,-0.434417853
-1.181377419,0.393905788,-1.047651836,-0.653949333,0.834972667,-0.600720633,-1.04143929,0.389031422
-0.685573898,-1.227974953,0.288295022,-0.500562922,0.834972667,0.554364315,-0.12699343,-1.222363372
0.666348967,-0.756816569,1.700640961,-2.16583995,0.834972667,-0.990492329,0.916560281,-0.754251169
0.230523483,0.296916271,1.260104265,1.837759411,-0.686548297,1.564973317,1.134883923,0.292668971
0.163652447,-0.159996427,0.814879006,-1.675146119,0.834972667,-0.990492329,0.445447289,-0.161289649
-0.639650415,-0.214877628,-0.933123263,-1.525754889,0.834972667,-0.990492329,-0.96447475,-0.216513437
2.54E-16,-0.663556424,-0.069500872,0.387366043,-0.306168056,0.333257137,-0.076901469,-0.661593979
1.059160352,0.247538693,1.632170762,0.346700808,0.834972667,2.102990006,1.526031546,0.243610634
0.146822789,-0.234265197,-0.866874211,-0.09062882,0.834972667,-0.990492329,-0.73614413,-0.235078248
-1.003994612,-0.214877628,-1.203347499,-0.000879934,0.834972667,-0.990492329,-1.160916819,-0.216513437
0.615412395,0.570719375,1.337487241,1.652696922,0.834972667,1.811802706,0.616103087,0.564701856
-0.713145891,-0.24094017,-0.653735763,-1.258363136,0.834972667,-0.260133346,-0.4587469,-0.241710066
-0.204227768,0.576731158,-0.317753831,0.179473949,-1.44730878,0.176199564,-0.073589479,0.570674771
-0.198006166,1.361656358,-0.238696598,0.547173281,-1.44730878,-0.990492329,-0.127340041,1.350525193
-1.043248895,-0.804945281,-0.739877407,1.170278823,-0.686548297,-0.287764472,-0.61766785,-0.802068714
0.762761424,2.002815549,-0.245513809,-0.000879934,0.834972667,0.092823118,-1.432815069,1.987539097
0.58493102,1.393696231,-0.095073178,0.658039552,-1.44730878,-0.990492329,0.008182008,1.382357918
-0.244511525,-0.214877628,-0.583307902,-1.65417142,0.834972667,-0.990492329,-0.681514341,-0.216513437
-1.4260341,-1.137686248,-1.264430811,-1.037201334,-1.44730878,-0.990492329,-1.23433797,-1.13265841
0.893683633,-0.214877628,1.693990686,-1.068592041,-0.306168056,1.572595014,1.101329216,-0.216513437
-0.013909399,-0.459379753,0.140576009,-1.295461245,-1.44730878,-0.990492329,-0.233179117,-0.458737371
-0.29491098,-0.619768598,-0.69541936,-1.152062786,0.834972667,-0.345767925,-0.835299782,-0.618089254
-0.214343467,-0.466166693,-0.07627656,0.608813215,-0.306168056,0.414811814,0.055242012,-0.465480432
1.075900491,-0.214877628,-0.184036027,-1.17146795,0.834972667,0.064801494,-0.12809649,-0.216513437
0.613174409,0.409727629,1.151248656,-0.243587176,-1.44730878,1.13684879,1.463534753,0.40475097
0.352851823,-0.672307099,0.962104806,-0.447626774,0.834972667,0.984992576,1.50976676,-0.670288078
0.23267195,1.88681743,-0.161503852,-0.663651915,-1.44730878,-0.990492329,-0.240985164,1.872290941
-0.403945681,-0.67098933,-0.487954044,-1.070875002,-0.306168056,-0.179202256,-0.564921672,-0.668978829
-1.188136138,-0.659895955,-1.061473619,1.172561783,-0.686548297,-0.585684059,-0.897776364,-0.657957175
-0.224682965,-0.46387567,-0.658762418,-1.406755571,0.834972667,-0.990492329,-0.402444363,-0.463204221
-0.758084659,-0.08414289,-0.370165066,1.286281755,-1.44730878,-0.014952681,-0.359738776,-0.085926528
0.849729578,-0.214877628,0.432508711,1.579071445,-1.44730878,0.798307604,0.055779924,-0.216513437
-1.330606357,-0.615591357,-1.326778045,-0.939747456,-0.306168056,-0.842058447,-1.432815069,-0.61393902
-0.064264095,1.353043489,-0.746395516,-1.079150734,-1.44730878,-0.38669475,-0.767793177,1.341968009
0.27555177,-0.311169503,0.155208335,-0.544652597,0.834972667,0.33716733,0.30849016,-0.311485345
-0.699001816,0.480878539,-0.788683898,-1.236817696,0.834972667,-0.376812,-0.815111276,0.475441868
-0.372300552,2.019050807,-0.372277679,-0.543225747,0.834972667,-0.990492329,-0.195362185,2.003669389
-0.380983939,-0.910814666,-0.327730847,-1.438146278,0.834972667,-0.990492329,-0.502262759,-0.907253622
-4.367408523,-1.304147166,-0.823634512,0.516638683,0.834972667,-0.365355167,-0.691104565,-1.298043109
2.132051064,1.174559005,2.66669909,1.607180396,-1.44730878,2.868011166,3.307220513,1.164637481
-0.510473836,-0.214877628,-1.10784139,-0.273836403,0.834972667,-0.652761745,-0.964999477,-0.409097145
-0.422073371,0.545612862,-0.623976716,-0.000879934,-1.44730878,-0.990492329,-0.561217677,0.539757664
-0.888335471,-1.056191282,-0.881313438,-0.19578769,-0.686548297,-0.456901424,-0.948660008,-1.051690333
0.451278468,0.302506023,1.39991482,-1.333415464,0.834972667,-0.990492329,1.131006568,0.298222584
2.754837938,1.123493305,0.489478031,1.612745112,0.834972667,0.973854312,0.555516492,1.113901936
-0.136461538,1.661160263,-0.573042588,-0.707884276,0.834972667,-0.247516485,-0.621737694,1.648092715
-1.529026237,1.835321087,-1.262998265,-1.100125434,0.834972667,-0.786913364,-1.13987751,1.821127536
0.902277501,-0.214877628,0.248719987,0.889474677,-0.686548297,0.628049821,0.282149657,-0.216513437
-1.21105312,0.579297793,-1.02233964,-0.074077356,-1.44730878,-0.608239336,-0.858992012,0.573224812
-0.19890136,-0.459810396,-0.810243658,0.425177577,0.834972667,-0.310447344,-0.653378744,-0.45916523
0.852012325,-0.214877628,2.021814009,-0.045968405,-1.44730878,1.835791338,1.642172118,-0.216513437
-0.283676288,1.901416243,-0.318776885,0.771188784,0.834972667,-0.990492329,-0.237867825,1.886795368
1.419118095,2.555193287,0.080084654,1.05113682,-0.306168056,-0.990492329,0.171112602,2.536345547
-0.257984203,-0.214877628,-0.953368125,0.315024731,0.834972667,-0.451873944,-1.015300896,-0.216513437
0.570473627,2.087488664,0.28629415,-0.000879934,-1.44730878,0.552634282,0.738809169,2.071664775
0.213828104,-1.238697975,0.280449861,0.241113883,0.834972667,0.76730606,0.175617466,-1.233017066
-1.089396176,-0.430440513,-0.908934722,-1.957377116,0.834972667,-0.990492329,-0.841720141,-0.429985232
1.910714202,0.268967511,0.943464997,1.212798963,-0.686548297,1.271645887,0.591355784,0.264900909
1.836815889,0.238503794,2.866356549,-1.23353594,-1.44730878,2.513841093,3.772161405,0.234634148
-0.051686611,0.499318692,-0.124163636,-1.08671304,0.834972667,0.197744717,-0.426975182,0.493762799
-0.205928638,0.065617675,-0.231453522,-1.31857622,0.834972667,-0.990492329,-0.161215203,0.06286579
0.280206782,1.263185427,1.007422516,0.60752905,-1.44730878,1.176135647,0.568421409,1.252690906
-0.401036298,-0.474745111,0.390853471,-1.087283781,0.834972667,-0.990492329,0.111453438,-0.474003387
0.901516585,-0.223817786,-0.57999247,-0.060950333,0.834972667,-0.25309625,-0.705438725,-0.224698384
2.153535734,0.53768041,1.86666186,1.377457492,-0.686548297,-0.990492329,1.724647419,0.531876498
-1.062003221,-1.068395717,-0.393405159,-0.779797533,-0.306168056,-0.103292601,-0.534876957,-1.063815863
-0.382237212,-0.214877628,-0.389004895,-1.454983112,0.834972667,-0.990492329,-0.640263613,-1.057894292
-0.291061643,-0.214877628,0.61555964,1.085238543,0.834972667,0.837323428,0.961120622,-0.216513437
0.130575007,-0.214877628,0.091059743,-1.985200698,-1.44730878,-0.990492329,-0.072321706,-0.216513437
-0.294418623,-0.425643145,0.515216599,1.373319626,0.834972667,0.750565098,0.040123735,-0.42521888
-0.768647955,-0.067907632,-1.024218306,-0.951590314,0.834972667,-0.609747539,-1.074235818,-0.069796236
1.776927372,2.43532799,1.721744642,0.087299417,-1.44730878,-0.990492329,1.649842309,2.417255214
-0.396426046,-0.797098957,-0.848699088,-1.353534053,-1.44730878,-0.990492329,-0.919084683,-0.794273119
0.625393815,-0.214877628,-0.340340864,-0.716302693,0.834972667,0.010833744,-0.455422048,-0.216513437
0.01594534,-0.214877628,1.012153445,-0.036408507,0.834972667,1.180225974,1.396176217,-0.216513437
0.277744997,-0.441602791,0.41264549,0.769619248,-1.44730878,-0.990492329,0.290392561,-0.441075343
0.186972266,-0.214877628,-0.424760482,-0.689335222,0.834972667,-0.128466696,-0.421429403,-0.216513437
-1.179721309,-0.143993717,-1.028226296,-1.188875525,-1.44730878,-0.583925046,-1.432815069,-0.145390401
0.028388545,-0.214877628,-0.41894472,-0.000879934,0.834972667,0.009540284,-0.510021575,-0.216513437
-0.750833583,-0.704123037,-0.786608589,0.33143351,0.834972667,-0.25641861,-0.843256168,-0.701898316
-1.26060214,-0.672617162,-1.28799887,0.729096699,-1.44730878,-0.808529194,-1.227531984,-0.670596136
-0.622686478,-0.363716617,-0.5171846,1.124191557,-0.686548297,-0.142068663,-0.288036522,-0.363692726
1.468711875,1.666569145,0.734951476,0.831829923,0.834972667,-0.990492329,1.132846623,1.653466627
-0.358156477,-0.490851176,-0.140267162,-0.177381321,-0.306168056,0.099941734,-0.284673735,-0.490005322
0.291889072,0.319800664,1.26511556,-0.388983226,-0.306168056,1.228268078,0.668037264,0.31540541
-0.691885019,-1.084493169,-0.657969766,1.423402073,-1.44730878,-0.990492329,-0.697974751,-1.079809241
-0.629176639,-0.406953219,-0.857359688,-0.306796646,0.834972667,-0.47578335,-0.919126078,-0.406649791
1.327673968,0.56655936,1.042575512,0.624223199,0.834972667,1.206529448,0.413340957,0.560568736
-0.708490879,-0.660085438,-0.576998083,0.781319421,0.834972667,-0.193784534,-0.691784493,-0.658145433
-0.018072054,-0.214877628,0.696908913,0.055052599,0.834972667,0.772077309,0.924076675,-0.216513437
-0.582402721,-0.671463038,0.24386702,-0.64167842,-0.306168056,0.408347851,0.073305566,-0.669449474
1.570137422,-0.214877628,2.387439366,0.233836947,-1.44730878,2.369324284,2.090594129,-0.216513437
0.221168699,-0.358807282,0.348234424,1.612745112,-0.686548297,0.606189017,0.084810636,-0.358815131
-0.322796291,-1.089626439,-0.156822378,-0.763103384,0.834972667,0.086650205,0.065794361,-1.084909322
0.288084495,0.513357668,1.459933724,-0.881103907,0.834972667,1.384679754,1.159574916,0.50771101
4.065044735,-0.55729946,1.612631286,1.11719999,0.834972667,1.699410565,2.20450448,-0.556023998
1.183905718,-0.214877628,1.112511003,-0.422371523,0.834972667,1.105747797,1.735897853,-0.216513437
-0.721247402,-0.214877628,-0.701782686,-0.000879934,-0.306168056,-0.252474538,-0.650084371,-0.216513437
0.477955267,0.359996923,1.783328763,-0.905645733,0.834972667,1.644320941,1.547723871,0.355341788
-0.783552945,-0.903545405,-0.836494849,1.489322558,-0.686548297,-0.41815038,-0.891692998,-0.900031358
-0.737226625,-0.61899344,-0.752824504,-1.33898018,0.834972667,-0.990492329,-0.759353136,-0.617319108
-0.160631792,-0.287888919,0.404195713,-0.000879934,-1.44730878,0.772078977,-1.432815069,-0.288355277
-0.564588349,-0.384895662,-0.307293223,-1.115392732,0.834972667,-0.034156721,-0.005225803,-0.384734842
-0.664805383,-0.214877628,-0.765087821,-1.289183103,0.834972667,-0.990492329,-1.432815069,-0.216513437
-0.688751838,-0.56168341,-0.826204554,0.993206696,0.834972667,-0.990492329,-0.723411384,-0.560379604
-0.576181119,-0.073747158,-0.594321645,-1.559428557,0.834972667,-0.990492329,-0.349421717,-0.075598007
-0.370599682,-0.214877628,-0.350146555,1.461641662,0.834972667,0.002355578,-0.19589599,-0.216513437
1.223518078,-0.231638271,0.597933433,-0.21704776,-1.44730878,0.822083578,0.120256303,-0.232468307
0.143823887,-1.017261114,0.710161357,1.359479178,0.834972667,-0.990492329,0.383051659,-1.013011861
-0.978794884,-1.329546517,-0.972443083,-0.698324379,0.834972667,-0.535693635,-0.79511018,-1.323278245
-0.391457716,0.263455275,-0.568665786,0.281208378,0.834972667,-0.129157833,-0.34953466,0.259424311
1.863313649,0.914011106,0.795663782,-0.205062217,-1.44730878,0.993045009,0.79427798,0.905774103
0.201384899,0.083386024,0.176581241,-1.622067287,-1.44730878,-0.990492329,-0.100429958,0.080519261
-0.779569329,4.256088489,-0.71875634,0.617517002,0.834972667,-0.990492329,-0.627196469,4.223435052
-1.050231412,-1.068723006,-0.777025029,1.277435283,-0.686548297,-0.277622989,-0.743798325,-1.064141036
0.808819186,-0.169539486,0.711619728,-1.375650234,0.834972667,-0.990492329,0.66631026,-0.170771009
-0.930096299,0.629106014,-0.791029952,1.163857996,-1.44730878,-0.33515109,-0.716658249,0.622711008
-0.087360115,-1.06975655,-0.17254477,-1.264498592,0.834972667,-0.990492329,-0.314574919,-1.065167899
-0.037855854,2.564409057,0.02296342,-0.19635843,0.834972667,0.230993136,0.182430478,2.545501734
-0.707595684,-1.068257911,-0.758339477,-1.220836972,0.834972667,-0.396283948,-0.793520545,-1.063678948
1.039824149,1.580302649,-0.379628613,0.982790689,-1.44730878,-0.023135002,-0.40441487,1.56775787
-1.08541256,-0.214877628,-0.954891145,1.399288302,0.834972667,-0.486948301,-0.894167912,-0.216513437
-0.627744327,-1.04324614,-0.595212703,0.559444194,-1.44730878,-0.153750455,-0.524342334,-1.038828886
-0.045867846,4.256088489,-0.210304267,0.205157255,-1.44730878,0.282374175,-0.290019782,4.223435052
-0.346295149,0.064075971,-0.824948227,0.630358655,0.834972667,-0.990492329,-0.780607955,0.061334054
1.578999848,-0.425436436,1.286726126,0.850378977,0.834972667,1.4176267,0.552088208,-0.425013508
0.174170984,0.033948156,-0.876349911,1.691507251,-1.44730878,-0.375769352,-0.882328984,0.031401024
1.214208054,-0.233395297,0.637462387,-1.499786213,0.834972667,-0.990492329,1.078130802,-0.234213972
0.065494361,-0.214877628,-0.102264097,-0.334049488,-1.44730878,0.130452913,-0.337407052,-0.216513437
-0.460701017,-0.511341191,0.098831985,0.873065898,-1.44730878,0.587842905,0.02396919,-0.510362863
-4.367408523,-0.214877628,-1.089607358,1.046285529,0.834972667,-0.586496746,-1.048897104,-0.216513437
1.530301263,0.750943658,1.884088385,0.632926986,0.834972667,2.351918869,2.515107535,0.743760935
0.185718994,-0.502177098,-0.413173519,1.427397254,0.834972667,-0.052138605,-0.356122542,-0.501258019
-0.112380804,-1.045993645,-0.194434857,-0.567910258,0.834972667,0.0564528,-0.140690353,-1.041558627
0.19950499,1.928805166,-0.086778691,0.593688602,-0.306168056,0.230068491,0.072660547,1.914007213
0.613666766,-0.528678896,0.430577381,-1.637191901,-1.44730878,-0.990492329,0.902112745,-0.527588475
0.285309391,0.288751271,1.166964464,-0.892376025,-1.44730878,-0.990492329,1.177040682,0.284556761
-0.091836088,1.334947851,-0.188248763,-0.235168759,0.834972667,0.061419193,-0.145748044,1.323989365
0.193910024,0.823679337,0.073613806,1.893406574,-1.44730878,0.562924,-0.041747942,0.816026355
-0.489884361,-0.723148865,-0.872250605,-0.000879934,-1.44730878,-0.990492329,-0.713075087,-0.720801136
1.263443757,-0.214877628,1.243163864,0.193314397,0.834972667,1.718598343,1.814051808,-0.216513437
-0.92821639,-0.942139671,-1.157230555,1.248042166,-0.686548297,-0.674391127,-1.175234984,-0.938376101
0.1020183,-0.748625731,0.013383067,-0.828738499,0.834972667,0.316670247,0.368177533,-0.746113287
0.417619151,-0.214877628,1.475925509,1.023883978,-0.686548297,1.948598579,0.769185255,-0.216513437
0.443176957,0.507104725,0.025390156,-0.044113499,0.834972667,-0.990492329,0.051995302,0.501498494
0.166651349,-0.214877628,-0.873803332,-1.569559195,-1.44730878,-0.990492329,-0.864266835,-0.216513437
-0.34938357,-0.444531167,-0.175256091,0.595686192,-0.306168056,0.235287989,-0.117734469,-0.443984785
-0.958115889,-0.787865962,-1.185901225,-0.108607134,-0.306168056,-0.739556561,-1.169016194,-0.785099818
-0.985464084,-0.214877628,-0.804305858,-1.395768823,0.834972667,-0.990492329,-0.871679797,-0.216513437
0.62297679,-0.638579104,0.199944216,-0.668645892,0.834972667,-0.990492329,0.448336905,-0.636778145
-1.173231149,-0.822386341,-1.025727822,-1.02179135,0.834972667,-0.610959479,-1.063310812,-0.819397012
0.166830388,0.228099448,-0.23785162,0.602963129,0.834972667,0.25515377,-0.377905762,0.22429707
-0.112336044,-1.064881666,-0.342490781,-1.29474782,0.834972667,-0.990492329,-0.26264539,-1.060324532
-0.911252453,0.093376952,-0.884909066,0.397353995,0.834972667,-0.460010189,-0.985222569,0.090445595
-0.367779819,-0.666286704,-0.916268102,-0.09234104,0.834972667,-0.52307865,-0.928561748,-0.664306606
-0.512398505,-1.045718033,-0.392007891,-1.211847815,0.834972667,-0.033838568,-0.268162636,-1.041284798
-4.367408523,-0.214877628,-0.557285425,-1.33726796,-1.44730878,-0.990492329,-0.408494009,0.138400055
0.240997259,-0.013508752,-0.255604253,-0.421230043,0.834972667,0.007342195,-0.17791555,-0.015749061
0.362475165,0.524545785,-0.213305575,-2.073237364,-1.44730878,-0.990492329,0.060074358,0.518826792
1.04456868,0.574198974,-0.084141975,-1.06174316,-1.44730878,0.145002459,-0.002058964,0.568158959
-0.911923849,-0.488051993,-1.206264411,-0.000879934,-1.44730878,-0.71981483,-1.086906526,-0.487224237
-0.19729001,0.391304702,0.731293564,1.077390866,0.834972667,0.937389339,1.132009114,0.386447153
-0.001869032,2.307271854,-0.221534908,1.156153005,-0.306168056,0.271276775,-0.154911787,2.290027
0.704439497,-0.214877628,1.553805917,0.276214402,-1.44730878,1.648549078,1.197682474,-0.216513437
-1.392822381,-0.793559068,-1.347015312,-0.44862557,0.834972667,-0.859556012,-1.244176994,-0.790756117
-1.258856511,-0.067976535,-1.051357855,-0.988545737,0.834972667,-0.603924885,-1.098572851,-0.069864693
4.205758134,0.98640227,3.167882768,0.927999636,0.834972667,3.332296482,1.98852249,0.977697236
1.05280447,-0.214877628,2.389149407,1.848032733,0.834972667,2.610895396,2.526645137,-0.216513437
0.10358489,-0.214877628,-0.189920995,1.767986429,-0.686548297,0.221702701,-0.436156757,-0.216513437
-1.051887522,-1.37431621,-0.917361037,-1.02064987,0.834972667,-0.488068716,-0.75970018,-1.367758488
-0.997370172,-1.132217076,-1.091958645,-0.871972065,-0.306168056,-0.664133725,-0.967360907,-1.127224598
0.100541229,-0.304951012,-0.444507236,-0.226322287,0.834972667,-0.144320542,-0.461305792,-0.305307059
-0.853020045,-0.723751765,-1.065849746,0.731379659,0.834972667,-0.5897379,-1.023773361,-0.721400139
0.102689696,-0.976341373,-0.041082041,1.583922736,0.834972667,0.809609114,0.046812779,-0.972356679
0.331680471,0.213069992,0.709702071,0.527482746,-1.44730878,0.918720905,0.683586455,0.209364783
2.643923329,0.748652635,3.217883808,1.199243885,-0.686548297,3.66989009,2.547148371,0.741484724
0.213380506,-0.868956123,1.283282243,1.432248545,-0.686548297,1.758240882,0.745964144,-0.865665707
0.397656312,-0.214877628,0.84123755,1.377029437,-1.44730878,1.176944789,0.971889778,-0.216513437
-0.940301517,-1.040963729,-0.78725861,-0.138856361,0.834972667,-0.990492329,-0.701730191,-1.036561232
3.028588443,4.256088489,0.240805284,1.462355087,0.834972667,0.620717714,0.554203974,4.223435052
-0.03687114,-0.160108395,0.552206569,-1.070875002,0.834972667,0.655901527,0.992608847,-0.161400892
1.366480654,0.451947912,0.949763,0.953968312,-1.44730878,1.428678442,0.824383218,0.446698286
-0.049359105,-0.395386136,-0.151014887,-0.053530711,-1.44730878,0.091312831,-0.320490114,-0.395157492
-1.20612955,-0.214877628,-1.028780949,-1.901729953,0.834972667,-0.990492329,-0.886201151,-0.216513437
-0.926873598,-1.336135362,-0.904691604,-0.000879934,-0.686548297,-0.44044463,-0.733031547,-1.329824491
-0.237126169,-0.280585206,-0.380296527,0.500800645,0.834972667,0.045343098,-0.340168269,-0.281098785
0.412740341,-0.214877628,-0.559195993,-0.000879934,-1.44730878,-0.990492329,-0.649576072,-0.216513437
-0.276290932,-0.214877628,-0.197011988,1.888983338,0.834972667,0.215133869,-0.228927592,-0.216513437
-0.03857201,-0.983033573,-0.833875182,0.708692739,0.834972667,-0.25641861,-0.723158046,-0.979005611
1.027291425,4.256088489,2.087887855,0.967666075,-1.44730878,2.331813535,2.559087164,4.223435052
-1.136349132,-1.041402986,-1.276871698,-0.000879934,-1.44730878,-0.990492329,-1.19497723,-1.036997648
2.363682663,0.692298634,2.742088958,0.080735905,0.834972667,2.675961172,1.747574229,0.685495068
-0.423595202,0.248804785,0.118821463,0.833542143,-1.44730878,0.407834345,0.019355489,0.244868541
-0.320244987,-0.214877628,0.350647151,1.323094494,-0.686548297,0.608275149,0.747594848,-0.216513437
0.224078082,-0.214877628,-0.358269886,-0.000879934,-1.44730878,-0.075083963,-0.360963534,-0.216513437
0.365653106,0.017635382,0.163734744,-1.429157121,-1.44730878,-0.990492329,-0.238963428,0.015193717
1.602722505,-0.214877628,3.103791059,0.386937988,-0.306168056,3.272923263,2.796721274,-0.164181977
0.234104261,-0.783404496,-0.224839369,0.033507159,-1.44730878,0.032042188,-0.002295225,-0.780667196
